source,window,conn_count,conn_rate,uniq_dst_ports,uniq_dst_hosts,spdp_ratio,meta_ratio,userdata_ratio,mcast_ratio,dst_port_entropy,label,binary,batch
10.10.10.2,0,5,0.625,3,3,0.4,0.6,0.0,0.4,1.522,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,7,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,15,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,30,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,38,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,45,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,53,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,61,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,68,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,76,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,83,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,91,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,99,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,106,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,114,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,121,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,129,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,137,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,144,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,152,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,159,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,167,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,175,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,182,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,190,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,197,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,198,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,205,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,213,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,220,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,228,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,236,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,243,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,251,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,258,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,259,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,266,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,274,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,281,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,289,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,297,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,304,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,312,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,319,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,320,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,327,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,335,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,342,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,350,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,358,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,365,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,373,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,381,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,388,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,396,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,403,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,404,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,411,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,419,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,426,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,434,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,442,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,449,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,457,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,464,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,465,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,472,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,480,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,487,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,488,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,495,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,503,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,510,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,518,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,526,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,533,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,541,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,549,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,556,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,564,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,571,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,579,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,586,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,594,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,601,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,609,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,616,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,624,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,631,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,639,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,646,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,654,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,661,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,669,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,677,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,684,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,692,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,700,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,707,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,715,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,722,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,730,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,738,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,745,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,753,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,760,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,768,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,776,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,783,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,791,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,798,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,799,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,806,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,814,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,821,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,829,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,837,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,844,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,852,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,859,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,867,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,874,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,882,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,889,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,897,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,904,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,912,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,919,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,927,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,934,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,942,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,949,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,957,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,964,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,972,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,979,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,987,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,994,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1002,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1009,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1017,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1024,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1032,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1039,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1040,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1047,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1054,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1055,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1062,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1069,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1070,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1077,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1084,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1085,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1092,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1100,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1107,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1115,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1122,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1130,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1137,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1145,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1152,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1160,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1167,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1175,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1182,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1190,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1197,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1205,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1212,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1220,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1227,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1235,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1242,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1250,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1257,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1265,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1272,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1280,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1287,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1295,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,1302,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
